target,result
powde-carbonate,carbonate
pasteurized-cultasteurized,cultasteurized
garlic-flavouring,flavouring
shea-kernel,kernel
e-g,g
table-molasses,molasse
ataulfo-mango,mango
propylene-glycerol,glycerol
calcium-lactage,lactage
bl,bl
aritficial-flavor,flavor
candy-sugar,sugar
spearmint-starlights,starlight
dark-layer,layer
green-chips,chip
milk-replacement,replacement
coralamin,coralamin
hazelnut-spread,spread
speculoos,speculoo
candy-syrup,syrup
stablizer,stablizer
potassiu,potassiu
speculoos-cookie,cookie
canolaand,canolaand
torlla-chips,chip
pink-chips,chip
blue-chips,chip
purple-chips,chip
black-chips,chip
hydrated-monoglycerides,monoglyceride
csl,csl
ethoxylated-monodiglycerides,monodiglyceride
ada,ada
flakes,flake
premium-plantains,plantain
pection-solution,solution
brown-sesame,sesame
blended,blended
phophate,phophate
pasturized-milk,milk
flaked-coconut,coconut
carmel-color,color
safrol-free,free
sot-lecithin,lecithin
topped-with,with
carobbean-gum,gum
umodfed-cornstarch,cornstarch
confectonery-glaze,glaze
dextrose-cocoa,cocoa
cheeseburger-seasoning,seasoning
baby-oats,oat
cheese-filling,filling
coating-fat,fat
shrimp-powder,powder
seafood-powder,powder
bonito-powder,powder
seaweed-seasoning,seasoning
ascorby-palmitate,palmitate
speing-onion,onion
lessathen,lessathen
vegetable-shorting,shorting
tomato-pasta,pasta
ascorbyl-palmite,palmite
black-soybean,soybean
sticky-rice,rice
cot,cot
enrich-flour,flour
flax-quinoa,quinoa
chocolate-candy,candy
white-shavings,shaving
fat-blend,blend
sheanuts,sheanut
parma,parma
italy,italy
containing-cereals,cereal
wheat-barley,barley
rice-subcoating,subcoating
coconut-chips,chip
artificial-sweetener,sweetener
chocolate-candies,candie
pistachio-kernels,kernel
idozied-salt,salt
zikc-oxide,oxide
monocaci,monocaci
um-phosphate,phosphate
late,late
distilled-monoglyceride,monoglyceride
suger,suger
corm-syrup,syrup
dairy-cream,cream
vanii-lla,lla
sau-coating,coating
product,product
preserves-whiteness,whiteness
calcium-car,car
sodium-c,c
glazed-quinoa,quinoa
dairy-creamer,creamer
when,when
wheat-stars,star
corn-sweetener,sweetener
pantothenate,pantothenate
at-least,least
cocoa-ingredients,ingredient
certified-color,color
cocoa-g,g
unroasted-almonds,almond
ntainer-kies,kie
sugar-soybean,soybean
artifical-color,color
cardamom-seed,seed
fenugreek-seed,seed
cream-salt,salt
sprouted-almonds,almond
flavors-pectin,pectin
streusel-topping,topping
gourmet-streusel,streusel
cacoa-beans,bean
curcumin-color,color
bifidum,bifidum
lactics,lactic
probiotic,probiotic
bifidobacterium-lactis,lacti
wheat-flower,flower
dv-amount,amount
aniseed-oll,oll
rotatoes,rotatoe
potato-straws,straw
tomato-straws,straw
spinach-straws,straw
algodon,algodon
maiz-y,y
delactosed-whey,whey
swiss,swiss
folis-acid,acid
cocopt-oil,oil
giune-acid,acid
whe-ur,ur
mait-extract,extract
canola-o,o
sunflower-ofl,ofl
coca-powder,powder
carnaube-wax,wax
monodi-glycerides,glyceride
any-antioxidant,antioxidant
farro,farro
ginger-extract,extract
flavouringa,flavouringa
jls-ifier,ifier
chocolate-fudge,fudge
egg-products,product
bentonville,bentonville
walmart-inc,inc
grains,grain
millet-meal,meal
methycellulose,methycellulose
emulsifies,emulsifie
xantahn-gum,gum
white-chips,chip
cereal-flakes,flake
ferric-orthophophate,orthophophate
cholecaliciferol,cholecaliciferol
soyabean,soyabean
carotene-color,color
monoglyceride-citrate,citrate
iced-cake,cake
intere,intere
sunflower-safflower,safflower
dmg,dmg
white-sprinkles,sprinkle
chocolate-curls,curl
ascorbic-apocarotenal,apocarotenal
turmeric-oleorsin,oleorsin
coloring-gel,gel
sodium-aluminumsilicate,aluminumsilicate
dark-syrup,syrup
milled-flax,flax
cracked-triticale,triticale
malodextrine,malodextrine
thiamine-hydrocloride,hydrocloride
preservaive,preservaive
grain-blend,blend
chipotle-sauce,sauce
eggs-leavening,leavening
ar,ar
flax-crackers,cracker
wh-tract,tract
c-grits,grit
flax-flour,flour
dexttines,dexttine
en-cin,cin
od,od
sodium-ctae,ctae
calcium-panothenate,panothenate
sorbitiol,sorbitiol
cinnamon-leavening,leavening
microwave-instructions,instruction
thiamine-mononitr,mononitr
confectionery-wafers,wafer
vegetable-base,base
chicken-flavouring,flavouring
pyrodoxine-hydrochloride,hydrochloride
discard-seal,seal
empty,empty
butterscotch-morsels,morsel
sodium-propinate,propinate
preservat,preservat
turmeric-sxtract,sxtract
pres,pre
classic-fudge,fudge
fudge-sauce,sauce
cookie-topping,topping
caramel-drizzled,drizzled
egg-extender,extender
vitamin-premix,premix
shell-fragments,fragment
great-price,price
guaranteed,guaranteed
gram,gram
distilled-monoglyc,monoglyc
acin,acin
eavening,eavening
ontains-wheat,wheat
istributed-by,by
entonville,entonville
onocalcium-phosphate,phosphate
icing-mix,mix
ron,ron
soyoil,soyoil
apple-bits,bit
preservatne,preservatne
acide-adipique,adipique
phosphate-sodique,sodique
edulcorant,edulcorant
triacetine,triacetine
fudge-icing,icing
golden-sins,sin
potassjum-sorbate,sorbate
molass-phosphate,phosphate
v-walnuts,walnut
w-gum,gum
sal-enzymes,enzyme
blue-berry,berry
whey-milk,milk
modi,modi
white-chunks,chunk
arti,arti
donuts,donut
dry,dry
whole-spelt,spelt
corinthian-raisins,raisin
falvor,falvor
lemon-curd,curd
dextrool,dextrool
dextrose-sugar,sugar
lactic-acd,acd
sodium-strate,strate
pealits,pealit
albumen,albumen
beta-ca,ca
monoglycerdes,monoglycerde
ingh-edients,edient
chousterol,chousterol
natuhal-flavors,flavor
betacarotenecolor,betacarotenecolor
beta-carote,carote
salt-lecithin,lecithin
saffl-wer,wer
cionnamon,cionnamon
matcha-mochi,mochi
jack-bean,bean
taro-mochi,mochi
taro,taro
favor,favor
balle-creak,creak
unequar,unequar
sgybean,sgybean
natu,natu
propylene-gluycol,gluycol
mono-and,and
sokium-bicarbonate,bicarbonate
sodium-blearbonate,blearbonate
niacin-mononitrate,mononitrate
xanthum-gum,gum
sodiumaluminum-phosphate,phosphate
evap,evap
rebaudiana-a,a
italian-herbs,herb
tomato-flecks,fleck
black-mushrooms,mushroom
bean-thread,thread
bovine,bovine
fruit-ntainer,ntainer
sodium-following,following
confectioners-giaze,giaze
isolate,isolate
eight-grain,grain
vital,vital
brown-flax,flax
ocoa-butter,butter
imalayan-salt,salt
acao-paste,paste
unflower-lecithin,lecithin
unch,unch
oconut-sugar,sugar
cal-fibre,fibre
nood-mani,mani
icing-powder,powder
gingerbread-cookies,cookie
spirulina-powder,powder
va,va
chocolate-buttons,button
sunflower-fat,fat
glazed-pecans,pecan
natural-to,to
confetti,confetti
lemon-candy,candy
strawberry-jellies,jellie
baobab-powder,powder
black-fig,fig
salsa,salsa
crushed-tomato,tomato
invertaste,invertaste
mediterranean-salt,salt
certified-sugar,sugar
fresh-milk,milk
vater,vater
ynulsifier,ynulsifier
ccidity-regulator,regulator
pie-filling,filling
bottom-crust,crust
montmorency-cherries,cherrie
anaheim-peppers,pepper
poblano-peppers,pepper
raisins-oats,oat
chocolate-compound,compound
sponge-cake,cake
maragarine,maragarine
louisville,louisville
mal,mal
maltitol-polydextrose,polydextrose
degermed,degermed
beta-carolene,carolene
shrimp-seasoning,seasoning
dextrose-glucose,glucose
fruit-flavouring,flavouring
silicium-dioxide,dioxide
natural-falvors,falvor
pasteurizes-milk,milk
cuktures,cukture
distributed-for,for
natural-falvours,falvour
huile,huile
sigars,sigar
truffle-oil,oil
lemongrass-flavor,flavor
muscovado,muscovado
imitation-butte,butte
date-juice,juice
green-olive,olive
ammonium-bicarbomnate,bicarbomnate
kernal-paste,paste
natrual-flavor,flavor
peach-flavouring,flavouring
cinnamon-bark,bark
cherry-radish,radish
white-mineral,mineral
white-m,m
beta-caroten,caroten
erythrobic-acid,acid
strawberri,strawberri
salts-sprinkles,sprinkle
frostings,frosting
butterscotch-chips,chip
quins,quin
sandwich-cookie,cookie
thiamine-mononitrete,mononitrete
pink-grapefruit,grapefruit
espresso-beans,bean
thiamin-ononitrate,ononitrate
bicarbonate-soda,soda
cookie-cup,cup
dextrose-leavening,leavening
dimethyl-silicone,silicone
lavender-drizzle,drizzle
sodium-b,b
buterfat,buterfat
sparkling-sugar,sugar
sodium-bicar,bicar
fractionated-p,p
brownies,brownie
fractionated-pa,pa
soy-flou,flou
sodium-alu,alu
re,re
hard-candy,candy
confectionery-drizzle,drizzle
straw,straw
churro-flavor,flavor
scone-mix,mix
chocolaty-coating,coating
peppermint-crush,crush
mini-jellies,jellie
pin,pin
wheel-candy,candy
white-drizzle,drizzle
red-coloring,coloring
ural-flavor,flavor
danish,danish
rebaudioside-a,a
shitake-mushroom,mushroom
sprouted-buckwheat,buckwheat
mo-lasses,lasse
cow,cow
sheeps-milk,milk
white-quinoa,quinoa
cinnamon-topping,topping
blondie-mix,mix
caramel-mix,mix
oat-streusel,streusel
tiramisu-filling,filling
tiramisu-flavor,flavor
sea-sali,sali
sou-cream,cream
foodstarch,foodstarch
d-sugar,sugar
purple,purple
blueberry-fla,fla
vored-pieces,piece
thiamin-mononi,mononi
bean-oil,oil
anntto,anntto
roll,roll
natural-thickener,thickener
coconut-blend,blend
lemon-crystals,crystal
ladyfingers,ladyfinger
enrichment-blend,blend
degerminated,degerminated
honey-maltodextrin,maltodextrin
titanum-dioxide,dioxide
flax-meal,meal
emulsiter,emulsiter
fiavours,fiavour
vwheat,vwheat
bulgar-wheat,wheat
rosemary-tocopherols,tocopherol
cheese-solid,solid
rice-cracker,cracker
mascarpone,mascarpone
marsala-wine,wine
pinepple-flavor,flavor
dark-coating,coating
salt-peanuts,peanut
alum-lake,lake
diastatic-malt,malt
cheddar-crisps,crisp
gouda-fingers,finger
vegetarian-rennet,rennet
liquorice-root,root
pepper-extract,extract
glycerides,glyceride
halloumi,halloumi
sodium-bicarbon,bicarbon
organ,organ
ert-sugar,sugar
niacinamide-coxide,coxide
invert-gar,gar
seaweed-extract,extract
algae-extract,extract
org,org
rice-crackers,cracker
chili-crackers,cracker
coconut-squares,square
oat-granola,granola
belgian,belgian
graham-crunch,crunch
marshmallow-flavor,flavor
malt-cereal,cereal
product-contains,contain
yogurt-raisins,raisin
zanthan-gum,gum
tartaric-cid,cid
honey-glaze,glaze
preservativest,preservativest
chocolaty-buttons,button
carnauba-wac,wac
aerificial-colors,color
lacitc-acid,acid
hemp,hemp
red-rasberries,rasberrie
marrowfat-peas,pea
amylase-enzyme,enzyme
potato-dextrin,dextrin
peelu-fiber,fiber
folic-adic,adic
a-natural,natural
lecithing,lecithing
refrigerate,refrigerate
blueberries-blackberries,blackberrie
sucre-dore,dore
red-fruits,fruit
redcur,redcur
rants,rant
white-figs,fig
mirabelle-plum,plum
i,i
soy-product,product
barve,barve
fruit-spread,spread
containing-soya,soya
komposisi,komposisi
informasi-alergen,alergen
gandum,gandum
alcii,alcii
kentang,kentang
garam,garam
rumput-laut,laut
rempah-rempah,rempah
mengandung-kedelai,kedelai
contains-monosodiumglutamate,monosodiumglutamate
neutralizing-agent,agent
welsh-onion,onion
contains-antioxydant,antioxydant
antioxydant,antioxydant
walnut-oil,oil
and-art,art
titanium-oxide,oxide
original-usa,usa
sterilizer,sterilizer
us-cert,cert
yellow-bell,bell
mirliton,mirliton
kola-nut,nut
eleuthero-root,root
guava-filling,filling
apocarotene-color,color
caffeine-anhydrous,anhydrou
pink-salmon,salmon
oily-fish,fish
salmon,salmon
sifier,sifier
toffee,toffee
peppermint-gems,gem
nacadamia-nuts,nut
natural-vannilla,vannilla
soy-licithin,licithin
citric-acdi,acdi
whey-salt,salt
grape-strawberry,strawberry
orange-emulsion,emulsion
peppermint-grind,grind
sriracha-powder,powder
paprika-oil,oil
sriracha-sauce,sauce
carrageen,carrageen
dextose,dextose
carboxymethycellulose,carboxymethycellulose
rhodiola-root,root
ashwagandha-root,root
grainless,grainless
dark-caramel,caramel
germinated-rice,rice
tigernut,tigernut
ginger-spice,spice
white-flour,flour
green-coffee,coffee
mission-figs,fig
cocoa-malt,malt
armagnac,armagnac
red-wine,wine
condimentos,condimento
sal-contiene,contiene
suero-deshidratado,deshidratado
curcuma,curcuma
mantequilla-deshidrata,deshidrata
da,da
goma-guar,guar
colorante,colorante
maiz-molido,molido
crispy-cereal,cereal
texturizer,texturizer
ribolflavin,ribolflavin
ribioflavin,ribioflavin
cookie-crumbs,crumb
toffee-chunks,chunk
dairy-buttermilk,buttermilk
shell-mix,mix
niboflavin,niboflavin
tropikale-puree,puree
calories,calorie
naturally-flavored,flavored
multigrain-blend,blend
pretzel-slims,slim
peppermint-sprinkles,sprinkle
chokecherry-juice,juice
anti-foam,foam
golden-gooseberries,gooseberrie
antifoam,antifoam
starch-flavours,flavour
raw,raw
soybean-lecethin,lecethin
phosperic-acid,acid
mini-crisps,crisp
non-allergenic,allergenic
processing-aides,aide
sprinkles-contain,contain
phosphorus,phosphoru
ingredient-list,list
imitation,imitation
j,j
buckwheat-flakes,flake
flavouring-colour,colour
for-all,all
forever,forever
saflower,saflower
corn-masa,masa
care-free,free
expellar-pressed,pressed
if-colored,colored
shulina-extract,extract
clucose-syrup,syrup
polyphenols,polyphenol
coloring-includes,include
sorbitol-monostearate,monostearate
sodium-becarbonate,becarbonate
filbert-flour,flour
eggs-butter,butter
soy-crisp,crisp
cocoal-powder,powder
ntient,ntient
des-pistaches,pistache
patatas,patata
crispies,crispie
caramel-glaze,glaze
dimethylpolysiloxane-blend,blend
genetically-modified,modified
approx,approx
valencia-peanuts,peanut
mecadamia-nuts,nut
whey-ponder,ponder
unsheetened-chocolate,chocolate
uanilla,uanilla
ea-salt,salt
inuer-sugar,sugar
sod,sod
calciun-sulfate,sulfate
includes-sesame,sesame
backing-soda,soda
salf,salf
sugarlglucose-fructose,fructose
dextrina,dextrina
contiene,contiene
mantequilla-liquida,liquida
vainillina,vainillina
steam-pasteurized,pasteurized
sugar-maltodextrin,maltodextrin
powered-glucose,glucose
soy-lechiten,lechiten
corn-malt,malt
information-allergens,allergen
non-pasteurst,pasteurst
entieres-biologiques,biologique
lactose-salt,salt
disodlum-diphosphate,diphosphate
ammonlum-bicarbonate,bicarbonate
bacillus-coagulans,coagulan
beer-yeast,yeast
limoncello-liqueur,liqueur
brisbane,brisbane
via-bra,bra
lettieri,lettieri
tagliata,tagliata
apple-vinegar,vinegar
coffeepowder,coffeepowder
contains-pits,pit
do,do
raspberry-honey,honey
magnesium-stgarate,stgarate
ferrero-usa,usa
nc,nc
ripe-plantain,plantain
gar,gar
calcio-ingredientes,ingrediente
c-monosodico,monosodico
especia-citrico,citrico
inosinat-disodio,disodio
h,h
grasa-sat,sat
carbo,carbo
proteina-carbs,carb
cocon-mass,mass
penaeus-merguiensis,merguiensi
nutrition,nutrition
carbohydrate,carbohydrate
saturates,saturate
spanish-saffron,saffron
mincemeat,mincemeat
glycerol-cider,cider
vegetable-enzymes,enzyme
safflowerseed-oil,oil
water-cracker,cracker
vegetable-cracker,cracker
flavor-blend,blend
sea-sat,sat
flax-see,see
spice-cookies,cookie
dehydra,dehydra
contains-live,live
dipteryx-alata,alata
vitamin-bl,bl
distribu-diet,diet
texas,texa
cracked-sorghum,sorghum
tato-starch,starch
ral-flavors,flavor
soner-seed,seed
clementine-sauce,sauce
clementine-liqueur,liqueur
black-treacl,treacl
clementine-flavouring,flavouring
clementine,clementine
arabica-coffee,coffee
ingrsdients,ingrsdient
nnatto-color,color
cont-ns,ns
palm-kerne,kerne
soy-latching,latching
mii-lkfat,lkfat
rise-flour,flour
preserved-lemon,lemon
moistened-raisins,raisin
cassia-oil,oil
sandalwood-oil,oil
bergamot-oil,oil
cognac-oil,oil
balsam-oil,oil
geranium-oil,oil
sorbitan-yeast,yeast
celery-mustard,mustard
leuure,leuure
farine-fermentee,fermentee
monoet-diglycrerides,diglycreride
wylanase-contient,contient
deuf,deuf
sourdough,sourdough
chestnut-flour,flour
cherry-flavour,flavour
lozenge,lozenge
pastille,pastille
menthol-bp,bp
with-w,w
hiumectant,hiumectant
dark-emulsifier,emulsifier
fron,fron
emulsitier,emulsitier
milsitier-sonalecithin,sonalecithin
paml-oil,oil
clear-honey,honey
turibinado-sugar,sugar
biscoff-spread,spread
sodium-chlorate,chlorate
palm-stearn,stearn
glucose-sirop,sirop
rusk,rusk
flaked-almonds,almond
barn-eggs,egg
cal-colcrs,colcr
om-base,base
cornyrup,cornyrup
id,id
average,average
zucchero,zucchero
gelificante,gelificante
capsula,capsula
fragole,fragole
lamponi,lamponi
ribes-rossi,rossi
mirtilli,mirtilli
pectina,pectina
vr,vr
metallo-c,c
shell,shell
fill-icing,icing
alcool,alcool
potasium-sorbate,sorbate
matoden-pot,pot
hoo,hoo
polyunsaturates,polyunsaturate
rapeeese-ssach,ssach
cocoa-soiids,soiid
fortified,fortified
i-niacin,niacin
um-bicanate,bicanate
cane-suger,suger
to,to
sun,sun
red-cherries,cherrie
black-peppercorns,peppercorn
hawaiian-honey,honey
hawaiian-cinnamon,cinnamon
honua-honey,honey
royal-jelly,jelly
natural-butter,butter
tapioca-four,four
sprouted-flax,flax
mesquite,mesquite
deionized-water,water
cittric-acid,acid
fuji-apples,apple
sprouted-adzuki,adzuki
pasilla-chile,chile
rose-flower,flower
fiber-blend,blend
rice-dextrins,dextrin
bing-cherries,cherrie
anthocianins,anthocianin
lavender,lavender
sunset,sunset
carmosine,carmosine
edlsith-hitn,hitn
icmons,icmon
gclling-agcnt,agcnt
acidity-ttgulator,ttgulator
bay-oil,oil
opened,opened
increi-ients,ient
fruit-pcctin,pcctin
citic-acid,acid
ferric-diphosphate,diphosphate
alphatocopherol-acetate,acetate
soy-lechitin,lechitin
modified-tapiocastarch,tapiocastarch
invert,invert
wildberry-ingredients,ingredient
pork-rind,rind
salt-proudly,proudly
tempe,tempe
jumbo-raisins,raisin
cocoa-o,o
nib-sugar,sugar
core-syrup,syrup
natur-flavor,flavor
curry-sauce,sauce
garlic-paste,paste
ginger-paste,paste
graham,graham
flavored-candy,candy
following,following
nutritional-yeast,yeast
coconut-nectar,nectar
hemp-hearts,heart
ashwagandha,ashwagandha
persimmon,persimmon
sodium-scarbonate,scarbonate
out-fiber,fiber
alucse,alucse
cape-gooseberry,gooseberry
de-arbol,arbol
guajillo,guajillo
pasilla,pasilla
california,california
unheated,unheated
chicle-gum,gum
mastic-gum,gum
spruce-gum,gum
spearmint-flavor,flavor
nano-hydroxyapatite,hydroxyapatite
carvone,carvone
cineol,cineol
natural-and,and
menthone,menthone
apple-bananas,banana
natural-vanillin,vanillin
almond-protein,protein
imo,imo
tapioca-sarch,sarch
pea-nuts,nut
immuse,immuse
flavouring-agent,agent
cocoa-solides,solide
shelflifeafter,shelflifeafter
opening,opening
denmark,denmark
fully-hydro,hydro
ter,ter
natural-va,va
nilla-flavouring,flavouring
sugar-preservative,preservative
preserva,preserva
tive,tive
soy-base,base
isomal-thickeners,thickener
skin-oll,oll
pate-feuilletee,feuilletee
frangipane,frangipane
dorure,dorure
lait-enter,enter
rhum,rhum
amidon,amidon
lat,lat
tomato-sauce,sauce
emulsifiants,emulsifiant
stabilisant,stabilisant
conservateur,conservateur
colza,colza
carotenoides,carotenoide
oreo-cookies,cookie
coffe,coffe
cultivated-blueberry,blueberry
nuoc-mam,mam
fish-sauce,sauce
alcohol-vinegar,vinegar
candy-beans,bean
agrumes,agrume
pectines,pectine
brioche-tressee,tressee
levain,levain
oeufs-frais,frai
creme-fraiche,fraiche
eau-rhum,rhum
levure-sel,sel
aromes-emulsifiants,emulsifiant
decor,decor
graisse-vegetale,vegetale
colorant-beta,beta
sucre-grains,grain
palme,palme
pistachio-yeast,yeast
peduced-fron,fron
act,act
eggs-walnuts,walnut
baking-seda,seda
hydrolyzed-collagen,collagen
flavour-natural,natural
modified-oil,oil
